ID,Code,Day,Month,Year,Addressed from (Actual) ,Reg. Place written,Reg. Place written city,Reg. Place written country,"Reg. Place written, second city",Autograph or Typed,PhysDes,initialed or signed,phys descr detail,PhysDes notes,leaves,sides,Envelope,Postmark (Actual),Addressed to (Actual),Reg. recipient,Reg place sent,Reg. PlaceSent City,Reg. PlaceSent Country,Additional,Repository,Public?,Collection,Repository information,Second Repository,SECOND PUBLIC?,OwnerRights,PrimaryLang,File,Sender,PlacePrevPubl,Verified
13932,SABE 30-11-63 JOLA,30,11,63,Ussy sur Marne,,Ussy-sur-Marne,France,,A,L,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Malahide, County Dublin",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13933,SABE 17-02-67 JOLA,17,2,67,Ussy sur Marne,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,,8/2/67,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13934,SABE 28-04-68 JOLA,28,4,68,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13935,SABE 03-07-68 JOLA,3,7,68,Paris,,Paris,France,,A,C,S,,,1,2,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13936,SABE 14-09-68 JOLA,14,9,68,,,,,,A,C,S,,,1,2,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13937,SABE 07-11-68 JOLA,7,11,68,Paris,,Paris,France,,A,L,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13938,SABE 16-12-69 JOLA,16,12,69,"Nabeul, Tunisia",,Nabeul,Tunisia,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13940,SABE 04-03-70 JOLA,4,3,70,,,,,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13941,SABE 11-03-70 JOLA,11,3,70,Paris,,Paris,France,,A,C,S,,,1,2,E,"14-03-70, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13942,SABE 18-05-70 JOLA,18,5,70,"Alghero, Sardinia",,"Alghero, Sardinia",Italy,,A,PC,S,,,1,1,,22-05-70,John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,"transcription at uor, ""malspia castle, osilo""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13943,SABE 16-06-70 JOLA,16,6,70,Paris,,Paris,France,,A,C,S,,,1,2,E,"16-06-70, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13944,SABE 10-10-70 JOLA,10,10,70,Paris,,Paris,France,,A,PC,S,,,1,1,,9/10/70,John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,"transcritpion at uor, ""gulf of carbonara""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13945,SABE 02-11-70 JOLA,2,11,70,Paris,,Paris,France,,A,PC,S,,,1,1,,"1-11-70, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13946,SABE 30-11-70 JOLA,30,11,70,Paris,,Paris,France,,A,L,S,,,1,1,,"30-11-70, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13947,SABE 07-12-70 JOLA,7,12,70,Paris,,Paris,France,,A,L,S,,,1,1,,18-12-70,John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13948,SABE 17-01-71 JOLA,17,1,71,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13949,SABE 18-01-71 JOLA,18,1,71,Paris,,Paris,France,,A,L,S,,,1,1,,"18-01-71, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13950,SABE 03-04-71 JOLA,3,4,71,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13951,SABE 07-08-71 JOLA,7,8,71,Paris,,Paris,France,,A,C,S,,,1,2,,"7-8-71, PARIS",John Fortune Lawrence,John Fortune Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13952,SABE 20-10-71 JOLA,20,10,71,"Selmun, Malta",,Selmun,Malta,,A,PC,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Kilmacanogue, County Wicklow",Ireland,"transcription at uor, ""malta""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13953,SABE 22-02-72 JOLA,22,2,72,,,,,,A,PC,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,"transcription at uor, ""taroudant: the ramparts""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13954,SABE 13-07-72 JOLA,13,7,72,Paris,,Paris,France,,A,PC,I,,,1,1,,"13-7-72, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,"transcription at uor, ""farm in the field with sun""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13955,SABE 30-03-73 JOLA,30,3,73,"El Jadida, Morocco",,El Jadida,Morocco,,A,PC,S,,,1,1,,3/4/73,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,"transcription at uor, ""tiznit- ta mosguee n'a parure que le flamboient de ses murs""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13956,SABE 19-06-73 JOLA,19,6,73,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13957,SABE 29-08-73 JOLA,29,8,73,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13958,SABE 08-09-73 JOLA,8,9,73,Paris,,Paris,France,,A,C,S,,,1,1,E,"9-9-73, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13959,SABE 18-10-73 JOLA,18,10,73,,,,,,,,,,,,,E,18-10-73,John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13960,SABE 21-11-73 JOLA,21,11,73,Paris,,Paris,France,,A,C,S,,,1,1,,"18-10-73, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13961,SABE 17-01-74 JOLA,17,1,74,Paris,,Paris,France,,A,C,S,,,1,2,E,"11-01-74, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13962,SABE 20-04-74 JOLA,20,4,74,Tangier,,Tangier,Morocco,,A,PC,S,,,1,1,,22-04-74,John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,"transcription at uor ""tanger; engrance in the kabash""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13963,SABE 29-04-74 JOLA,29,4,74,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13964,SABE 18-05-74 JOLA,18,5,74,Ussy sur Marne,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"18-05-74, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13965,SABE 11-08-74 JOLA,11,8,74,Ussy sur Marne,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"13-08-74, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13966,SABE 10-04-75 JOLA,10,4,75,Ussy sur Marne,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"20-04-75, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13967,SABE 02-05-75 JOLA,2,5,75,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13968,SABE 07-09-75 JOLA,7,9,75,Paris,,Paris,France,,A,L,S,,,1,1,E,8/9/75,John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13969,SABE 13-11-75 JOLA,13,11,75,Paris,,Paris,France,,A,C,S,,,1,2,E,"14-11-75, PARIS",John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13970,SABE 09-12-75 JOLA,9,12,75,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13971,SABE 18-03-77 JOLA,18,3,77,Paris,,Paris,France,,A,C,S,,,1,2,,,John Fortune Lawrence,John Fortune Lawrence,10 Collington Close,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13972,SABE 10-06-77 JOLA,10,6,77,Stuttgart,,Stuttgart,Germany,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13973,SABE 14-12-82 JOLA,14,12,82,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13974,SABE 14-10-83 JOLA,14,10,83,Paris,,Paris,France,,A,C,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13975,SABE 18-12-79 JOLA,18,12,79,,,,,,A,PC,S,,,1,1,,,John Fortune Lawrence,John Fortune Lawrence,,"Eastbourne, Sussex",England,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor jek a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13976,SABE 30-07-61 VALA,30,7,61,"38 Boulevard Saint Jacques, Paris, 14me",38 Boulevard Saint-Jacques,Paris,France,,A,L,S,,,1,1,E,"30-7-61, PARIS",Valerie Lawrence,Valerie Lawrence,3 Killeen Terrace,"Malahide, County Dublin",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13977,SABE 23-01-68 VALA,23,1,68,Paris,,Paris,France,,A,C,S,,,1,1,E,"23-01-68, PARIS; FWR 26-01-68, DUBLIN",Valerie Lawrence,Valerie Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,transcription at uor,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/149",,,Beckett,English,LAWRENCE,Samuel Beckett,,Y
13978,SABE 31-12-69 VALA,31,12,69,"Cascais, Portugal",Hotel Cidadela,Cascais,Portugal,,A,PC,S,,,1,1,,ILLEG,Valerie Lawrence,Valerie Lawrence,Rocky Valley Lodge,"Kilmacanogue, County Wicklow",Ireland,"transcription at uor; ""molinos""",University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/159",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13979,SABE 06-09-84 PHLA,6,9,84,Paris,,Paris,France,,A,C,S,,,1,1,,,Philip Lawrence,Philip Lawrence,"42 Kent Gardens, Ealing",London,England,transcritption at uor; imprinted,University of Reading,public,Valerie Joynt Collection,"valerie joynt collection, uor a/2/149",,,Beckett,English,LAWRENCE,Samuel Beckett,,
13980,SABE 12-9-77 KHRE,12,9,77,Berlin,,Berlin,Germany,,A,PC,S,,,1,1,,"12-9-77, BERLIN","Dr. K.H. Reid, President Shaw Society Of Canada",K. H. Reid,141 Brunswick Avenue,"Toronto, Ontario",Canada,"""rekonstruktion der mammutjagersiedlung von dolni-vestonice""",University of Reading,public,Knowlson,"uor, jek a/2/243",,,Beckett,English,KH REID,Samuel Beckett,,
13981,SABE 21-5-78 KHRE,21,5,78,,,,,,A,C,S,,,1,1,,,Kh Reid,K. H. Reid,,"Toronto, Ontario",Canada,,University of Reading,public,Knowlson,"uor, jek a/2/243",,,Beckett,English,KH REID,Samuel Beckett,,Y
13982,SABE 23-05-83 KHRE,23,5,83,Paris,,Paris,France,,A,C,S,,,1,1,,,Kh Reid,K. H. Reid,,"Toronto, Ontario",Canada,,University of Reading,public,Knowlson,"uor, jek a/2/243",,,Beckett,English,KH REID,Samuel Beckett,,Y
13983,SABE 1-4-70 JAKN,1,4,70,Paris,,Paris,France,,A,C,S,,,1,1,E,"1-4-70, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/1",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13984,SABE 26-7-70 JAKN,26,7,70,Ussy sur Marne,,Ussy-sur-Marne,France,,A,L,S,,,1,1,,,James Knowlson,James Knowlson,,Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/2",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13985,SABE 16-08-70 JAKN,16,8,70,,,,,,A,C,S,,,1,1,E,"17-8-70, LA FERTE-SOUS JOUARRE",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/3",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13986,SABE 29-10-70 JAKN,29,10,70,Paris,,Paris,France,,A,C,S,,,1,1,E,"30-10-70, PARIS",James Knowlson,James Knowlson,University of Reading,Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/4",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13987,SABE 02-12-70 JAKN,2,12,70,Paris,,Paris,France,,A,C,S,,,1,1,E,"02-12-70, PARIS",James Knowlson,James Knowlson,University of Reading,Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/5",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13988,SABE 11-12-70 JAKN,11,12,70,Paris,,Paris,France,,A,C,S,,,1,1,E,"11-12-70, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/6",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13989,SABE 17-12-70 JAKN,17,12,70,Paris,,Paris,France,,A,C,S,,,1,1,E,"17-12-70, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/7",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13990,SABE 8-1-71 JAKN,8,1,71,Paris,,Paris,France,,A,C,S,,,1,1,E,"8-1-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/8",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13991,SABE 11-1-71 JAKN,11,1,71,Paris,,Paris,France,,A,C,S,,,1,1,E,"11-1-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/9",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13992,SABE 08-02-71 JAKN,8,2,71,Paris,,Paris,France,,A,C,S,,,1,1,E,"9-3-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,enclosure sb notes on jakn 18 january 1971,University of Reading,public,Knowlson,"uor, jek b/1/10-11",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13993,SABE 16-04-71 [for 15-4-71] JAKN,16,4,71,Paris,,Paris,France,,A,C,S,,,1,2,E,"15-4-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/12",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13994,SABE 24-5-71 JAKN,24,5,71,Paris,,Paris,France,,A,C,S,,,1,2,E,"25-5-71, PARIS",James Knowlson,James Knowlson,University of Reading,Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/13",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13995,SABE 01-06-71 JAKN,1,6,71,Paris,,Paris,France,,A,C,S,,,1,2,E,"2-6-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/14",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13996,SABE 19-07-71 JAKN,19,7,71,Paris,,Paris,France,,A,L,S,,,1,1,E,"19-7-71, PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/15",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13997,SABE 29-9-71 JAKN,29,9,71,Paris,,Paris,France,,A,C,S,,,1,1,E,"29-9-71, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/16",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
13998,SABE 02-01-72 JAKN,2,1,72,Ussy sur Marne,,Ussy-sur-Marne,France,,A,C,S,,,1,2,E,"5-[1-72], PARIS",James Knowlson,James Knowlson,"Department of French Studies, University of Reading",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/17",,,Beckett,English,KNOWLSON,Samuel Beckett,,
13999,SABE 10-01-72 JAKN,10,1,72,Paris,,Paris,France,,A,C,S,,,1,1,E,"11-1-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/18",,,Beckett,English,KNOWLSON,Samuel Beckett,,
14000,SABE 29-1-72 JAKN,29,10,72,Paris,,Paris,France,,A,C,S,,,1,1,E,"30-1-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/19",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
14001,SABE 01-02-72 JAKN,1,2,72,Paris,,Paris,France,,A,C,S,,,1,1,E,"1-2-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/20",,,Beckett,English,KNOWLSON,Samuel Beckett,,
14002,SABE 14-2-72 [FOR 14-3-72] JAKN,14,3,72,Paris,,Paris,France,,A,C,S,,,1,2,E,"14-3-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/21",,,Beckett,English,KNOWLSON,Samuel Beckett,,
14003,SABE 15-3-72 JAKN,15,3,72,Paris,,Paris,France,,A,C,S,,,1,1,E,"15-3-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/22",,,Beckett,English,KNOWLSON,Samuel Beckett,,
14004,SABE 19-04-72 JAKN,19,4,72,Paris,,Paris,France,,A,C,S,,,1,1,E,"19-3-72, PARIS",James Knowlson,James Knowlson,"29 Falstaff Avenue, Earley",Reading,England,,University of Reading,public,Knowlson,"uor, jek b/1/23",,,Beckett,English,KNOWLSON,Samuel Beckett,,Y
